Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-4327.599	-4612.703	285.1045	0.175872	0.0662636	0.123945	0.431878	0.185348	0.0220754	0.15103	0.240836	0.0381312	0.024758	0.149952	0.173422	0.0771304	0.159737	0.0387584	0.08179	0.0801141	0.0700195	0.158276	0.0912734	0.245698	0.136435	0.0922953	0.11205	0.139875	0.0773977	0.0980223	0.0744831	0.0441932	0.0820531	0.0757493	0.211308	0.229834	0.212004	0.0379462	0.0620074	0.0876144	0.0513111	0.069441	0.14072	0.110022	0.0874985	0.0440341	0.0554829	0.0615928	0.0097994	0.135405	0.0215502	0.00454169	0.00938982	0.018132	0.0261318	0.0185816	0.0554779	0.0369929	0.0337912	0.0371616	0.00767887	0.00173577	0.017325	0.0180818	0.105917	0.00558157	0.0333373	0.0226198	0.0381143	0.00713004	0.00611846	0.0304142	0.0938352	0.0649089	0.0330637	0.0304766	0.0544981	0.212973	0.236736	0.0440497	0.594846	0.076824	0.0963166	0.0195433	0.0241812	0.0471642	0.00705548	0.125122	0.0274446	0.0390712	0.00809335	0.0297922	0.0793165	0.00855888	0.313067	0.160865	0.020422	0.0335348	0.0292146	0.0471119	0.0363001	0.00218884	0.0410739	0.0789269	0.00468083	0.0108373	0.015979	0.152272	0.0278984	0.0359816	0.010934	0.0289259	0.0238056	0.0179061	0.0940774	0.21677	0.247225	0.00293154	0.130696	0.0153413	0.015527	0.0225775	0.049212	0.0562132	0.0924378	0.0942246	0.0407422	0.00461727	0.0398473	0.0338226	0.0302313	0.114415	0.0134386	0.0242339	0.0772914	0.102597	0.198005	0.242134	0.188429	0.0469484	0.0822054	0.0735721	0.00628941	0.34012	0.08059	0.0502247	0.0864226	0.00795087	0.0457555	0.158923	0.035364	0.00120551	0.19579	0.146876	0.100401	0.0432514	0.9337293	1.066271	0.323504	0.576722	0.842221	1.18734	1.73394	3.09116	0.8160156	1.141948	0.0139854	0.0052693	0.00985615	0.034343	0.0147389	0.00175544	0.01201	0.0191513	0.00303221	0.00196876	0.0119242	0.0137905	0.00613343	0.0127023	0.00308208	0.00650396	0.0063707	0.00556797	0.0125861	0.00725809	0.019538	0.0108493	0.00733935	0.00891023	0.0111229	0.00615468	0.00779476	0.00592291	0.00351425	0.00652488	0.0060236	0.0168033	0.0182765	0.0168586	0.00301749	0.00493084	0.00696712	0.00408027	0.00552197	0.0111901	0.00874898	0.00695791	0.00350161	0.00441201	0.00489788	0.000779251	0.0107674	0.00171368	0.000361157	0.000746681	0.00144186	0.00207801	0.00147761	0.00441162	0.00294169	0.00268708	0.0029551	0.000610625	0.000138029	0.00137769	0.00143787	0.00842253	0.000443848	0.00265099	0.00179873	0.00303086	0.000566983	0.000486541	0.00241855	0.0074618	0.00516157	0.00262923	0.00242351	0.0043337	0.0169356	0.0188253	0.00350284	0.0473023	0.00610906	0.00765912	0.00155409	0.0019229	0.00375051	0.000561053	0.00994971	0.00218241	0.00310695	0.000643586	0.00236909	0.00630727	0.000680605	0.0248952	0.012792	0.00162396	0.0026667	0.00232315	0.00374635	0.0028866	0.000174057	0.00326621	0.00627629	0.000372221	0.000861789	0.00127065	0.0121087	0.00221848	0.00286126	0.000869473	0.00230019	0.00189302	0.0014239	0.00748106	0.0172376	0.0196594	0.000233117	0.010393	0.00121995	0.00123471	0.00179537	0.00391335	0.00447009	0.00735068	0.00749277	0.00323983	0.000367167	0.00316867	0.00268958	0.002404	0.00909835	0.00106864	0.00192709	0.00614623	0.00815855	0.0157454	0.0192546	0.0149839	0.00373335	0.00653699	0.00585047	0.000500136	0.0270464	0.00640854	0.00399388	0.00687235	0.000632255	0.00363849	0.0126376	0.00281216	9.58622e-05	0.0155693	0.0116796	0.00798391	0.00343936	0.533135	0.466865	12.57541
36	-4323.593	-4609.785	286.1918	0.130634	0.00196815	0.372304	0.555541	0.0581976	0.140146	0.496409	0.251754	0.105256	0.00109196	0.0662524	0.0983142	0.0120165	0.202416	0.0445335	0.109666	0.160662	0.00243955	0.108324	0.118224	0.0325166	0.0822376	0.0825152	0.04596	0.121337	0.0805116	0.0575646	0.118711	0.037784	0.0985002	0.0860051	0.226083	0.194671	0.160203	0.0216582	0.0704677	0.0733273	0.123277	0.0843604	0.0696028	0.116222	0.0218168	0.0675544	0.048319	0.0194145	0.033951	0.0833896	0.0824616	0.068956	0.0728707	7.93728e-06	0.0273881	0.035455	0.0325615	0.0444165	0.0218513	0.216185	0.0149607	0.0696299	0.0291679	0.0191516	0.10836	0.00216597	0.0307203	0.00187553	0.0293973	0.0646563	0.000654717	0.0914491	0.112207	0.00942279	0.0546895	0.0656137	0.0558001	0.104724	0.0294645	0.00577566	0.115677	0.099844	0.131628	0.0391171	0.109392	0.0174419	0.00406195	0.111905	0.0323563	0.0256672	0.0756512	0.181197	0.00617295	0.0142667	0.107811	0.0139346	0.133809	0.00119155	0.000767667	0.00334935	0.01906	0.058425	0.00449803	0.0614271	0.133542	0.027146	0.0648968	0.00301897	0.0127011	0.0118429	0.0645411	0.0220466	0.0129372	0.0454899	0.106236	0.0375056	0.011435	0.228614	0.0290529	0.0851284	0.00694743	0.0377266	0.0845347	0.154946	0.057507	0.108671	0.0176426	0.0302911	0.0566074	0.0217961	0.224214	0.019507	0.0239401	0.00409119	0.249917	0.244237	0.0932887	0.0327249	0.189459	0.15765	0.0137787	0.366066	0.014199	0.0510096	0.0304819	0.190854	0.00571805	0.0305769	0.0381549	0.15606	0.021525	0.10743	0.102613	0.0634244	0.0117902	0.0612702	1.065371	0.9346288	0.31953	0.573257	0.840639	1.18957	1.74442	3.12959	0.8249516	0.87728	0.0107592	0.0001621	0.0306635	0.0457552	0.00479325	0.0115426	0.040885	0.0207349	0.00866906	8.99357e-05	0.00545665	0.00809731	0.000989697	0.0166713	0.00366785	0.00903228	0.0132323	0.000200925	0.00892172	0.00973708	0.00267812	0.00677322	0.00679608	0.00378534	0.00999349	0.00663106	0.00474111	0.00977724	0.00311195	0.00811263	0.00708351	0.0186206	0.0160334	0.0131946	0.0017838	0.00580383	0.00603935	0.0101533	0.00694806	0.00573259	0.00957222	0.00179686	0.00556388	0.00397963	0.00159901	0.00279626	0.0068681	0.00679167	0.00567932	0.00600175	6.53726e-07	0.00225573	0.00292013	0.00268182	0.00365821	0.00179971	0.0178053	0.00123219	0.00573483	0.00240231	0.00157736	0.00892474	0.000178392	0.00253017	0.000154472	0.00242121	0.00532519	5.39235e-05	0.00753189	0.00924157	0.000776075	0.00450431	0.00540404	0.00459578	0.00862524	0.00242674	0.000475693	0.00952736	0.00822331	0.0108411	0.00322175	0.00900973	0.00143655	0.000334548	0.00921671	0.00266491	0.00211399	0.00623075	0.0149236	0.000508414	0.00117503	0.00887945	0.00114768	0.0110207	9.81376e-05	6.32263e-05	0.000275858	0.00156981	0.00481197	0.000370465	0.00505923	0.0109988	0.00223579	0.005345	0.000248647	0.00104609	0.000975399	0.00531571	0.00181579	0.00106553	0.00374662	0.00874974	0.00308902	0.000941808	0.018829	0.00239284	0.00701131	0.000572201	0.00310723	0.00696241	0.0127616	0.00473637	0.00895031	0.00145307	0.00249482	0.00466227	0.00179516	0.0184666	0.00160663	0.00197174	0.000336957	0.0205836	0.0201158	0.0076834	0.00269528	0.0156042	0.0129843	0.00113483	0.0301498	0.00116945	0.00420123	0.00251053	0.015719	0.000470948	0.00251836	0.0031425	0.0128534	0.00177283	0.0088481	0.00845138	0.00522373	0.000971057	0.00504631	0.467314	0.532686	12.14159
72	-4341.589	-4624.113	282.5236	0.125265	0.15842	0.194233	0.528242	0.0743081	0.0602377	0.0542122	0.329859	0.0472366	0.0149873	0.210876	0.0783163	0.0532491	0.235038	0.0138002	0.0739876	0.137114	0.0966422	0.0539059	0.108621	0.264379	0.155555	0.101247	0.0699589	0.22367	0.130158	0.106565	0.0489831	0.0084262	0.151765	0.0934	0.209881	0.333963	0.131956	0.0220659	0.0612305	0.00561636	0.0870117	0.042699	0.11631	0.124742	0.119868	0.0295862	0.0360749	0.109441	0.0108964	0.14169	0.0957123	0.00613007	0.0916569	3.84813e-05	0.0239051	0.0149255	0.0693205	0.0513388	0.0253555	0.0835468	0.00612252	0.0375797	0.0434969	0.0144616	0.087432	0.000617359	0.0493886	0.0271044	0.0136146	0.00812205	0.00459365	0.10839	0.153268	0.0696835	0.21658	0.510941	0.119864	0.142847	0.0728164	0.0244801	0.25192	0.109738	0.0353965	0.0579931	0.0283735	0.0463699	0.000456879	0.119718	0.0101353	0.0927763	0.0142661	0.0667056	0.0419039	0.0109183	0.30127	0.135598	0.0396846	0.0257205	0.0747261	0.0718289	0.0634643	0.00488486	0.120626	0.0362915	0.0243289	0.0772357	0.00921753	0.165743	0.00845816	0.0669256	0.211372	0.00565238	0.0790499	0.0611916	0.0157707	0.459954	0.0554685	0.0176367	0.0367464	0.108796	0.00352595	0.0132568	0.0186824	0.0283956	0.118023	0.0997666	0.00586851	0.00453598	0.0126892	0.0748719	0.0589524	0.0356799	0.0738635	0.00858766	0.071018	0.0175229	0.467217	0.217504	0.293703	0.00156449	0.0479365	0.043248	0.0341376	0.0962026	0.0275525	0.0637082	0.0552407	0.172813	0.0696148	0.00214217	0.0326583	0.0369458	0.296369	0.214679	0.0158373	0.0459797	0.9190646	1.080935	0.249753	0.508351	0.809708	1.23501	1.96714	4.00396	1.003102	1.176126	0.00907475	0.0114767	0.0140711	0.0382683	0.00538323	0.0043639	0.00392739	0.0238965	0.00342204	0.00108575	0.0152769	0.0056736	0.00385762	0.0170273	0.000999755	0.00536001	0.00993321	0.00700121	0.0039052	0.00786899	0.0191529	0.0112692	0.0073348	0.00506816	0.0162037	0.00942924	0.00772004	0.00354856	0.000610434	0.0109946	0.00676634	0.0152048	0.0241939	0.00955951	0.00159856	0.00443583	0.000406876	0.00630353	0.00309332	0.00842607	0.00903693	0.00868381	0.00214336	0.00261344	0.0079284	0.000789386	0.0102647	0.00693385	0.000444091	0.00664006	2.78776e-06	0.00173179	0.00108128	0.00502191	0.00371922	0.00183687	0.00605252	0.000443544	0.00272245	0.00315112	0.00104766	0.00633399	4.47244e-05	0.00357794	0.00196357	0.000986306	0.0005884	0.000332786	0.00785229	0.0111035	0.0050482	0.0156901	0.037015	0.00868353	0.0103485	0.00527516	0.00177345	0.0182503	0.00794994	0.00256429	0.00420129	0.00205551	0.00335925	3.30984e-05	0.00867291	0.00073425	0.00672115	0.0010335	0.00483247	0.00303572	0.000790974	0.0218254	0.00982335	0.00287494	0.00186331	0.00541351	0.00520362	0.00459765	0.000353882	0.0087387	0.00262913	0.0017625	0.00559531	0.000667761	0.0120072	0.000612749	0.00484841	0.0153128	0.000409485	0.00572675	0.00443301	0.0011425	0.0333212	0.0040184	0.00127769	0.00266208	0.00788166	0.000255436	0.000960382	0.00135344	0.00205711	0.00855016	0.00722756	0.000425142	0.000328608	0.000919263	0.00542408	0.00427079	0.00258482	0.00535102	0.000622131	0.00514488	0.00126944	0.0338474	0.015757	0.0212772	0.000113339	0.00347274	0.00313309	0.00247309	0.00696937	0.00199603	0.00461532	0.0040019	0.0125194	0.00504322	0.000155189	0.00236592	0.00267652	0.0214704	0.0155523	0.00114733	0.00333098	0.540468	0.459532	13.80363
108	-4311.962	-4597.687	285.7252	0.083031	0.214191	0.124084	0.415689	0.125622	0.0455681	0.230588	0.184289	0.0239802	0.017382	0.0282114	0.0634733	0.0119696	0.177217	0.0372019	0.0986932	0.171396	0.0218218	0.0780081	0.0432509	0.0977803	0.0477891	0.0130356	0.068533	0.0439598	0.110715	0.136882	0.0601332	0.0865377	0.119192	0.0777291	0.272618	0.375392	0.148755	0.0404203	0.0879683	0.0124831	0.069824	0.10811	0.06941	0.0735011	0.113554	0.0830985	0.0367126	0.0772541	0.115813	0.115199	0.0572046	0.0359913	0.01713	0.123424	0.0223406	0.0375389	0.00311686	0.000704943	0.00434811	0.276388	0.041418	0.00122458	0.00511966	0.0195863	0.0236514	0.112774	0.0183505	0.0663856	0.0393754	0.0192062	0.000360376	0.141137	0.0822533	0.0418631	0.0195543	0.0267326	0.118799	0.0251212	0.146434	0.00596994	0.140994	0.134897	0.123299	0.00463258	0.0525427	0.0032461	0.00270705	0.108948	0.00487024	0.00127217	0.0658507	0.0732535	0.0417309	0.0404654	0.0507922	0.154808	0.255482	0.0278317	0.0387588	0.00541352	0.0261092	0.0194339	0.00190937	0.00942587	0.109286	0.0511946	0.0412926	0.00524519	0.0983576	0.0271022	0.173843	0.00144626	0.00403192	0.00485271	0.0962919	0.0767816	0.0856363	0.164426	0.0345878	0.0535646	0.0743826	0.0243982	0.174387	0.0776495	0.0377089	0.162907	0.206923	0.0407394	0.0331609	0.0798769	0.129112	0.0125834	0.0339881	0.0145959	0.457119	0.109186	0.132133	0.0328246	0.304523	0.0320037	0.00274192	0.206871	0.00643284	0.0602922	0.23433	0.0666799	0.0333959	0.0451316	0.0599664	0.323235	0.0347911	0.146124	0.0596238	0.0138716	0.0404364	0.0406105	0.9986118	1.001388	0.352165	0.6011	0.85317	1.1721	1.66362	2.83958	0.7546351	1.00278	0.00672156	0.0173393	0.0100449	0.0336511	0.0101694	0.00368885	0.0186667	0.0149187	0.00194126	0.00140712	0.00228378	0.00513832	0.000968968	0.0143462	0.00301159	0.00798946	0.013875	0.00176653	0.00631495	0.00350127	0.00791556	0.00386865	0.00105527	0.00554792	0.00355866	0.00896267	0.011081	0.00486793	0.00700545	0.00964888	0.00629236	0.0220691	0.0303889	0.0120421	0.00327212	0.00712125	0.00101053	0.00565243	0.0087518	0.00561891	0.0059501	0.00919249	0.00672703	0.00297198	0.00625391	0.00937538	0.00932568	0.00463085	0.00291358	0.00138672	0.0099915	0.00180852	0.00303887	0.000252317	5.70669e-05	0.00035199	0.0223743	0.00335289	9.91329e-05	0.000414449	0.00158556	0.00191464	0.00912934	0.00148551	0.00537408	0.00318754	0.00155479	2.91734e-05	0.0114254	0.00665861	0.00338892	0.00158297	0.00216407	0.00961711	0.00203362	0.0118542	0.000483282	0.0114138	0.0109202	0.00998135	0.000375019	0.00425346	0.00026278	0.000219143	0.00881962	0.000394258	0.000102985	0.00533077	0.00593005	0.00337822	0.00327578	0.00411176	0.0125321	0.0206819	0.00225305	0.00313762	0.000438238	0.00211361	0.00157323	0.000154568	0.000763048	0.00884699	0.00414433	0.00334274	0.000424612	0.00796229	0.00219399	0.014073	0.000117078	0.000326394	0.000392839	0.00779507	0.00621566	0.00693247	0.0133107	0.00279997	0.00433619	0.00602146	0.0019751	0.0141171	0.00628592	0.00305263	0.0131877	0.0167509	0.00329795	0.00268446	0.00646623	0.0104519	0.00101866	0.00275142	0.00118157	0.037005	0.00883887	0.0106965	0.00265724	0.0246519	0.00259078	0.000221965	0.0167467	0.000520754	0.00488081	0.0189696	0.00539791	0.00270348	0.00365351	0.00485443	0.0261667	0.00281643	0.0118291	0.0048267	0.00112294	0.00327343	0.00328752	0.500694	0.499306	12.35293
144	-4335.908	-4620.219	284.3114	0.110855	0.0837776	0.258976	0.490368	0.134803	0.0779379	0.355272	0.0826554	0.020561	0.0131713	0.0895534	0.0694037	0.038466	0.214889	0.0635238	0.0854243	0.14068	0.0219939	0.0943852	0.0857318	0.0105087	0.064364	0.0145594	0.0493736	0.0997439	0.122565	0.149433	0.068692	0.0501276	0.0359492	0.072439	0.190335	0.240361	0.223085	0.0917049	0.0907333	0.0243074	0.124822	0.0686593	0.0585854	0.125643	0.0489817	0.102387	0.0369786	0.051683	0.147343	0.195512	0.00783603	0.0539715	0.020436	0.0166955	0.000715328	0.0689506	0.022779	0.00580899	0.0768559	0.216332	0.000709762	0.0203096	0.0106316	0.0589914	0.0661688	0.0797156	0.0436601	0.0318149	0.00744122	0.0984734	0.0160525	0.107781	0.0614924	0.0416216	0.0296453	0.280854	0.123045	0.0557421	0.146025	0.026823	0.134887	0.0888092	0.031201	0.0516552	0.0466767	0.025031	0.019666	0.107149	0.0302865	0.0174057	0.011036	0.0834726	0.00175822	0.0137873	0.0507627	0.100095	0.00114802	0.0325082	0.0408102	0.000785263	0.0292213	0.0176734	0.00179756	0.0212709	0.534823	0.114399	0.0965518	0.199806	0.138149	0.00805341	0.230718	0.00191335	0.0163001	0.0221926	0.0493543	0.0429897	0.00888933	0.205784	0.0179424	0.0749635	0.0717812	0.023628	0.222575	0.0182928	0.0529077	0.0690755	0.14969	0.0315677	0.108296	0.0946317	0.104232	0.0437929	0.0122042	0.0461373	0.338365	0.15413	0.135925	0.0779937	0.278904	0.0865264	0.0465069	0.299054	0.0869635	0.0724162	0.161903	0.0806788	0.036537	0.00912093	0.111098	0.0467182	0.0278218	0.126886	0.109271	0.0200906	0.0454811	0.134556	1.004721	0.9952794	0.403433	0.642294	0.870997	1.14811	1.55692	2.47872	0.6563612	0.9906031	0.00843246	0.00637278	0.0196998	0.0373012	0.0102542	0.00592856	0.0270248	0.00628742	0.00156403	0.00100191	0.00681213	0.00527939	0.00292603	0.0163461	0.00483212	0.00649804	0.0107012	0.00167303	0.00717967	0.00652143	0.000799375	0.00489603	0.0011075	0.00375574	0.0075873	0.00932323	0.0113671	0.00522525	0.00381309	0.00273457	0.00551028	0.0144783	0.0182838	0.0169696	0.00697579	0.00690188	0.00184901	0.00949491	0.00522276	0.00445646	0.0095574	0.00372593	0.00778835	0.00281288	0.00393141	0.0112081	0.0148721	0.000596069	0.00410549	0.00155452	0.00126999	5.44135e-05	0.00524492	0.00173275	0.000441877	0.00584626	0.0164559	5.399e-05	0.00154491	0.000808722	0.00448734	0.00503331	0.00606379	0.00332113	0.00242009	0.000566038	0.00749065	0.00122108	0.00819864	0.00467759	0.00316606	0.00225505	0.021364	0.00935977	0.00424018	0.0111078	0.00204037	0.0102606	0.00675552	0.00237339	0.0039293	0.00355059	0.00190406	0.00149595	0.00815062	0.00230383	0.00132402	0.000839486	0.00634958	0.000133744	0.00104877	0.00386141	0.00761402	8.73274e-05	0.00247283	0.00310434	5.97333e-05	0.0022228	0.00134438	0.000136737	0.00161803	0.0406828	0.00870207	0.00734448	0.0151988	0.0105087	0.000612605	0.0175502	0.000145544	0.00123991	0.00168814	0.00375428	0.00327013	0.000676192	0.0156536	0.00136484	0.00570231	0.00546024	0.00179733	0.0169308	0.00139149	0.00402457	0.00525442	0.0113866	0.00240129	0.00823782	0.00719843	0.00792871	0.00333123	0.000928344	0.00350956	0.0257387	0.0117243	0.0103395	0.00593281	0.0212156	0.00658188	0.00353768	0.0227484	0.00661512	0.00550854	0.0123156	0.00613706	0.00277929	0.000693809	0.00845102	0.00355375	0.00211635	0.00965191	0.00831199	0.00152825	0.00345965	0.0102354	0.49764	0.50236	13.14617
